Id,predicted_sellPrice
177056,983219.984171757
198798,837789.686009395
172377,2699532.1204445
3521,1442775.53965579
132860,1240928.39278456
12243,562083.715651645
115799,598299.932130063
143135,1434685.65176097
132441,985933.376524283
63097,1082992.8553949
93373,1435950.23639832
122483,1569796.33745599
186229,858568.197896758
98863,873644.648008507
15810,
165729,
32373,1636526.12232254
138129,1604603.98760112
183656,420963.656396693
115904,577613.543457414
167634,976543.412482171
14503,1916149.65377487
51423,263762.57999161
6401,782990.32416464
97114,1872291.35828567
24408,975494.247323829
128960,1346274.80495436
145375,1087096.16821181
86454,955245.641053772
143791,
199072,1810615.89549871
102201,1338383.98894182
100207,827249.79462132
86671,1342993.42671589
66765,634814.408700571
30380,737623.987411974
107760,1684420.28151534
117605,743772.085643803
187321,987825.052333831
22275,979392.324919215
153759,1498819.79302873
50119,1704755.09144419
85155,1605700.97278918
54449,1779881.06052671
159088,1018247.96212618
76887,1832497.13032011
3420,1203178.90955995
126796,999022.859249925
92337,
15474,916627.233108113
147329,1207656.94260052
56937,
166691,945191.416334464
123771,883734.731623775
133593,1255134.19039845
167385,965516.450276713
185528,698924.551272727
52277,1485102.30836724
41728,366579.437967426
57970,1445492.36305664
14377,
84588,1436382.20415543
119849,1242373.22628469
126169,1040276.04296262
120522,1939658.83130123
70980,1630606.84084006
45986,
112068,817180.517988212
161959,1429550.71420712
103265,2022548.92530921
146469,1569807.66338651
126785,920169.616608688
90690,1987175.31596694
100961,1282431.78188409
11539,980695.220734591
41449,438668.368190298
17743,938627.009662516
183967,69927.6876444032
62646,
161061,919982.614536744
64078,1485754.79416907
63372,
24639,1395838.76665194
52158,2059768.26755867
5411,1402241.08071119
123433,828451.434864102
68410,1577983.81917658
78597,870477.527216027
193139,1058455.70666381
70174,1276469.40291521
137072,1199709.32799938
13523,
29010,874040.555474276
83952,
17773,1934520.87096994
15150,2660693.78432405
105748,873068.752103363
139994,1108609.62625413
42789,1293820.11169388
57909,1080681.88459332
132156,1224106.52506056
119140,465172.365605063
151482,1315869.6664928
35317,1443663.03334625
96352,1738880.24776255
15832,865851.551820699
94921,1258973.35739145
78044,1738336.94042645
179571,
86663,1346879.9603453
135911,1515136.87818168
63413,
7494,1850214.10215947
7416,1149303.34526942
129409,1281457.45378005
190343,937938.75028972
56267,
194726,2028436.78995878
231,1174589.70353844
63525,1245313.39184678
181831,1359665.8339183
117843,1482060.13026792
133682,918902.761499204
2850,1983591.96384474
147585,1304056.49418042
95288,725292.502547723
25805,813577.977301777
24084,562379.483469989
97926,
12905,1782885.12213187
46131,
59741,1184220.93063403
150672,1621019.46400757
42454,995707.565193293
6549,267112.300784652
175323,1016185.95478731
107263,1824335.49217399
121056,610388.296188024
118353,128319.854862964
17065,1855003.86569582
166243,1469606.29612855
189322,935139.911032147
149145,
176635,1299692.3299004
97461,2165138.27857868
37361,1566036.53558764
191821,273958.511486275
47133,1261922.05256756
154542,1098280.35537365
179742,1958666.20800082
109587,1907213.36236174
97739,2156127.90686499
83413,
117926,1959944.64330181
148959,2742640.47744206
24676,918324.591355777
62198,595666.924342406
8583,1933126.13194871
55141,1162006.79471482
181255,1515001.80704202
110295,972801.200134677
178395,1608941.69692642
111194,986552.382578865
48832,2308908.38799837
131811,1285669.98128822
99986,
36368,952551.877784846
45795,1460406.49807178
72559,700585.905040025
192406,
9805,529592.87053902
66280,1282201.0176085
160187,1343185.29644415
139611,1662424.7696625
97477,904845.396069795
119223,530234.682464534
93216,
24475,1821454.69060759
84191,
114689,1369192.71397895
80686,1129692.6173838
68998,1085908.94536189
194629,1868856.42149697
190204,1292718.54535899
77869,1345454.67902927
83427,1854247.03285906
195896,1083612.54130373
186751,743476.653645286
78196,1202331.5719264
133954,2086448.29802321
139004,1785295.15959274
141880,966739.677606998
67407,183571.565853731
72624,1108769.33526967
111416,1225620.47074294
37097,1298972.39943371
74894,1364082.95301926
89858,966131.535664148
148853,1633546.29032237
116889,2027629.40719766
69206,1058446.68743096
193790,1411784.15435867
80041,1220221.876984
197927,1231566.88703438
143692,965064.137356229
169815,1105219.67250468
154116,1452300.98310845
49685,1979024.9759513
104748,
124365,
18065,
78826,1942055.69795271
172142,1951481.47179133
189211,1334558.8544224
70756,1359574.65769276
47860,1453938.22505512
179580,1847144.45364225
23289,1723656.41736592
69183,1375872.30844598
171287,
41525,796332.639657609
90483,654958.101206465
62501,1194323.23806953
87775,1629089.65434478
108624,1414643.40506309
120594,950648.876044779
179380,1936403.5766461
110135,1531060.75570041
12084,765180.662381345
175854,1661808.96819529
167550,
63261,1510608.95377158
141602,
171748,1584796.19095954
55499,1435540.64049339
143218,965314.881461352
27790,2008596.40495905
123332,920092.626866614
22934,
96583,1599591.89736671
83557,
98951,1620943.06434631
118967,-1941.70774845101
80402,1360502.56614955
28378,1378694.23563551
109172,1531125.17758784
62130,1002295.25448107
134831,1616337.75013784
39682,1351058.79007076
70010,1021445.51585457
90573,976537.416026754
62132,919430.10615786
73398,1170212.96695533
73275,1118564.54053081
30384,1124499.94712612
49469,1449111.06110438
11108,2417506.17483013
133369,1099814.63334547
120265,1074374.67585226
37569,1448694.07281001
121988,1220287.02782513
78132,
177597,731598.274680795
114833,1219994.19301079
13140,1467721.97648291
99296,569007.895543891
29397,831037.941445676
17081,1379495.64324064
165144,894686.072010246
49431,1453499.08294403
37054,1279670.88175919
17968,1034896.32995902
144270,825525.042855262
152681,1488274.24100507
42046,309535.154051936
16011,841905.489781449
18552,1437986.64620911
49108,2352115.78830364
81469,62336.7548012177
125883,
134588,
90646,937039.441049921
113389,1554721.19795328
116782,422779.058543941
169684,1320226.96422773
194917,1403372.18482676
39402,1328246.85492452
64317,1994856.94829078
80052,1048849.83797232
27761,2014363.51937688
160543,2976723.69802924
21513,1455588.62493726
157489,1251386.61235033
95863,1509596.95811823
30312,
147514,775897.788069355
45251,1908349.28503416
129178,1812756.23962511
143433,1799370.75817173
72993,1013520.09574413
157069,1375881.06054391
117753,1968606.87176847
169877,
108561,684270.215821092
161051,1313001.8048264
169673,
197073,1010456.21277294
108334,1290666.86115049
137225,653861.605637238
155651,1200316.79008799
30680,701511.057854301
171851,2025200.2386975
91274,1309944.38012941
155971,
137146,816714.123494691
17285,1400677.74170358
144353,1073555.98653516
508,1799524.99657621
196865,1385552.97796625
60979,1329385.16119411
100160,1386136.21044986
12609,1669852.93448718
196268,1339850.82224877
87765,1251992.71473044
97242,1975216.03501872
91598,2430708.80578811
155022,2221296.61874763
105432,884974.714610773
85197,
118619,249292.328744915
43802,1462635.31632911
137296,662882.615001711
97105,2771277.48219387
148522,1854178.90833995
150081,186368.960077822
43743,1089926.39855442
32043,1334385.25406924
33233,1089975.53317021
165740,1655268.14749962
98030,1146086.17088292
124976,
64931,940728.7883499
51484,244079.167739452
54641,1761137.63941561
120563,1013836.39053578
96726,2066868.78386114
60463,1234860.6022181
9653,374524.976780292
93941,901624.482826079
152577,1199684.19207919
6484,375427.975777846
185937,1214477.26062821
189603,1061806.3382205
110907,1738197.2687654
49928,1397583.1475016
149441,817583.49339445
9498,1810381.11407103
142448,1224225.9006577
82686,1418977.46085617
140554,
177909,1308142.96978177
171054,1635273.79773095
87073,1027939.23704876
47065,1713740.73550857
24431,971106.225484175
103285,988918.076180766
106339,
103173,
32237,1280594.8651004
505,1413902.75738768
184666,
122413,
31122,
129464,1268293.3882611
54289,
100427,861100.248812929
51048,1071495.18489489
62681,1916045.75568478
15733,408898.393144624
56976,
173396,1270556.76151687
129734,1172383.76805154
84440,1892594.68735605
87083,1648795.26108763
196009,1442781.27740178
48078,978794.561917716
109639,1491627.20261101
195665,1130877.80511942
13574,1191778.08879501
6094,897073.113575664
75439,1685587.46701077
194960,1314489.1779806
85713,1049584.2989569
134755,1439518.84839266
75534,1531636.36488519
67284,673878.549741996
86800,1665052.03525573
46746,2395742.50695253
64856,1362703.14436131
62512,
150956,1889293.46199852
88302,1121486.18643385
176967,1022341.84299091
162439,886586.549053889
150281,78429.4012423132
83517,
103497,1023646.13474031
150317,709136.667928738
91298,1301419.08055523
24951,1247780.15099675
122189,1154466.70023034
34930,1986752.57055204
54203,1255597.33120514
178085,1023368.818107
141746,
125892,1252080.68636861
23453,2002336.29571948
159521,929615.699385146
108474,1202404.93614719
97010,2721141.1371983
117610,1207369.96310564
74346,2070025.00808251
1015,2465582.32285415
191420,-17383.9441759928
144965,885372.535640327
130985,
123610,897024.169195295
131329,1435113.46794154
137157,721813.25812558
42657,1419938.61815081
181139,1550231.35381181
124431,2055657.34431686
523,1932909.30366175
40450,1284710.66887245
188896,885323.360350565
185296,
15765,874627.595500005
18040,1367229.66838895
149696,535388.338338344
105721,886734.305832568
44772,1556839.80098228
185375,1541530.3780962
53205,1598466.34521014
26964,1903409.25285994
43652,1978137.22355141
39463,1394061.40409936
81746,615564.093004625
117909,1425391.96251011
96419,921498.854042855
195174,1687758.26810698
153080,1603479.60046919
73750,1184828.89076695
163932,
126118,1920463.05659568
117780,1545999.87707429
165332,1321173.82191387
100906,1381720.66909286
193378,1180118.79571569
89942,946698.867517114
183181,546850.291078351
185214,
23969,1479801.99671382
127510,1851038.3796611
133587,1338500.8269319
171134,1660849.6964535
75939,1433965.75751981
102924,1261399.77024909
195630,2081894.25002978
144916,1453148.81036083
61457,1040664.88098485
193936,2057149.31354401
199365,1348642.07630022
195779,1515120.95172977
9850,1748011.48749235
149010,1803277.85499997
71042,1268298.02500802
21008,1548865.43204303
146824,1428932.83695164
170501,1373008.14941127
103956,949545.473256494
187404,1382342.00964514
153486,1479116.30274812
48517,740718.812523353
141939,1330547.17964982
16137,819965.380583184
11606,1693390.95056542
14533,1551208.02483903
123139,859543.703899358
80033,1445254.07368114
34479,2221969.89865768
19366,2137042.25761433
137326,1416221.08435317
26763,1697890.53001952
34102,1113872.90953852
19490,1133244.17857557
141127,
194539,1988455.5812207
55114,1086162.48133506
168584,1530266.74048472
156791,969447.060630174
161305,1069911.17332958
26052,1604625.4615636
42430,2030216.01868967
161185,858424.93672904
8637,1225314.13374782
175302,-6036.03755803008
32007,1559923.79820745
24019,3270127.4685131
66788,692981.262669159
68229,1458641.18197793
166993,1058667.88532992
162364,1353199.13419716
140328,1714761.30589836
45437,1199785.97370704
88185,1466868.85598096
162712,
77225,820293.345339774
74924,1265420.92607331
78115,1573540.88430119
143759,1421139.69166437
72930,1523505.63265373
63038,1571289.02721135
11507,1014921.79108389
37391,1561773.88580055
80392,1364012.98362127
53644,1012779.63830414
135729,1583590.01888027
127232,1632858.03094958
49981,1391063.8007684
58759,1410356.56634498
57248,1286141.95951783
187221,1181011.82849121
95382,714755.4717126
55804,1209403.20900303
50568,1758283.179468
160203,1228720.61245548
1777,1055419.98683869
197034,1413379.79521495
199336,1829415.92496298
122150,
44526,1781052.35692471
191124,504386.565674386
101213,1677325.77454222
23220,1328876.23992045
173148,1724632.14140398
151229,1847293.82439041
138962,1532937.63385715
9189,1030742.4865923
24157,1432787.47700325
80364,1289547.76281969
140995,
65561,
89423,
68268,1611332.78515795
54460,1760573.76443223
193438,1467568.93932859
166934,1078602.0416872
75474,
85108,1143106.07174783
106241,2427469.70849428
115170,2137264.13091909
44008,1400325.40620604
131534,1741500.56991119
24147,1367594.00967126
142583,
70077,1736938.75748296
112514,1865979.80773264
167335,2058949.768477
160999,1337825.47123358
41859,730136.195905128
49437,1535361.25484675
47598,1415628.18900798
123526,903042.027718248
163065,
139256,2041048.36839828
86761,1298360.97600399
132014,1222231.72269209
136006,1189442.48011756
98656,1982763.30385718
156013,
87144,1589243.53612091
29387,832793.150181537
198889,826380.829226297
106053,615429.184089447
107077,1537130.31424625
81362,92545.641048587
56026,1919985.3852711
183246,922818.882219642
108972,1221729.14635671
124477,2060666.44799937
13133,1608492.5970188
145825,1966604.83959463
178917,
72929,1135501.32446653
198856,1607404.32770315
184496,
106614,1043760.60398593
165506,1530784.33695681
65521,1252632.26063226
84427,1535933.39230923
174851,1461108.25564831
77316,1260572.02102517
23530,819016.075063413
14095,1210719.72457265
175243,1737.02970078427
159929,814649.527186236
50744,
184430,
16434,1293724.17272246
83331,1594868.67218002
106940,740121.049521854
135252,
189154,
104485,1219618.57489742
142795,1162924.74537508
35227,1779016.85787756
151245,1842404.31434051
186529,304075.582327824
185835,389077.833964532
68715,786925.69726398
119387,666627.918811552
111859,960207.835470207
137123,1706680.15722755
20626,1210890.35124783
69844,1276070.37618706
176602,
46266,
103797,1289036.57552234
131968,2430745.02830393
105120,1357354.41417187
59043,1186818.1966278
112043,
100197,870503.152755043
106927,838657.704415249
153442,1482501.34816728
135368,1063976.45946245
198223,899347.3638171
157087,1444203.05076998
93108,1719756.0692984
91032,1799123.93473375
146597,
1756,1058052.79994249
79151,853876.4491201
13030,1724336.37358564
151249,1453522.40178539
74017,1500493.52462615
174357,124225.525053386
84408,1288964.78459707
25369,993481.094307596
137874,1235285.89366555
151828,1224593.03380806
91318,1678265.27606445
151943,1319008.11938338
158959,1837008.44842405
94489,1154930.96983613
130945,2242829.96458298
177740,1804611.43869454
59543,1124650.07462803
15452,920764.510842643
92309,887330.029271324
172828,1012067.56204567
188620,1420514.45824498
117131,1278428.21558073
34853,1184923.08976993
190353,936183.541553859
107870,1255664.27782569
11147,1066575.07673923
82323,1705572.19459184
130735,
190530,914368.804408155
100249,1231323.92002709
137458,
181170,2014581.46358901
117636,1076612.69070393
55813,1841113.45210994
95306,702976.277191774
83339,
142498,1202787.27966968
94299,1087152.92612643
47371,1823697.80402498
57445,1223455.93323707
134410,1241829.31599384
196516,1105243.2629294
141680,
51958,677963.868744208
128043,1467553.24378607
95984,1531537.0673165
78051,1651209.14231616
124083,379641.681184569
64077,1015136.08176379
57745,1506297.80854897
115077,1397619.18820749
112509,1492142.5414849
78807,1450870.19050739
18217,1074381.82890681
83840,1773533.54616728
103858,1273741.18510984
98397,1217673.61289555
53150,721391.438400426
190919,956205.248615395
103785,903539.708386374
4524,397857.272466631
11624,1216127.51937438
109420,1540146.18695231
29316,853730.282959311
103703,920214.191377055
11696,1193309.80580818
150177,339562.051468083
15001,1319918.74167976
85225,1428436.4473071
114669,1372327.01529299
67160,493109.385208158
24987,1793240.2003613
99218,522500.642463525
58465,1559173.1927355
166332,1178258.06204632
142248,866818.15171547
26221,1114317.5584862
59419,1575340.40909598
163218,1611562.7842543
71793,1026923.5794377
164577,1439129.56142558
44468,1404080.78936293
21707,2227328.8131046
168501,1602104.92660247
62710,
181604,1433008.48466679
40305,
84326,1405441.19984667
33449,689183.275621737
151269,1447629.91531499
35901,1618055.55845932
118448,111269.255714597
68663,1312081.25253352
172693,1846168.94763965
156256,1203876.419075
43819,1070869.84656507
92000,1619224.0992148
166462,1007130.98871981
151081,1531378.44642609
150604,1180615.41626962
54144,1292205.9705531
127433,1132205.19767471
41888,725998.918170598
146724,2236911.32672922
17103,1373728.52882281
187719,961240.398770834
109904,1874354.32775071
10652,
174241,615530.626131316
104953,3249356.62059854
151910,1361634.61725429
139304,1591862.49856106
123090,557288.101244282
33712,1968489.80286899
191845,349802.824866037
22341,
138631,2075980.71074173
149554,164810.745457198
67526,461368.0614194
84982,1084312.35751644
93612,1881500.31671125
52444,1705296.50480195
67600,658076.811888419
146439,
169552,612655.07248118
198938,1470127.59523233
36420,1364747.21369646
51220,330209.767849213
16402,456665.145170561
14711,1780867.43064104
188272,1527225.24223964
58324,1239882.19685575
180938,1633603.76876521
9761,954832.678336988
14771,
188028,
158812,1870768.17533497
142276,
173290,1227434.55385566
126459,1021344.86302583
10488,1275812.23969249
188217,1612854.35413916
185258,
163805,1435624.92237381
196120,1404041.31316027
37497,1460855.16190848
149005,1815940.43230868
191176,102215.215547738
55051,1585491.39377692
28161,1564615.21116428
66827,198165.744119505
93653,1841506.63194413
113125,1553598.62790018
100964,1364168.58173425
42536,1067671.1233636
178509,1017344.73221924
167782,782723.997642023
197895,846696.880161219
104050,2261861.97915845
64908,1486069.24408184
34327,1942155.89341111
159781,921084.621391007
157493,1168145.34786944
180795,801406.958206813
197859,544817.393663827
154122,1365423.92910328
31422,837207.849459809
26083,728951.841822754
194353,1059624.21119377
19660,1625044.98944379
22266,1376298.04883828
93804,1406977.03221086
197024,1417015.58473924
4438,35303.4909494224
115092,991435.932398874
198977,1458844.11050179
182778,131138.759275058
2227,1567160.73248415
18837,991182.84537056
27453,1661566.56346878
86306,1820262.63632689
166150,
81545,28611.6726621699
139274,
27988,1959575.9324075
79667,
143999,899118.437708872
141119,
162740,1210137.88802307
116329,492485.919768144
106907,1273425.78820789
35563,922513.60533872
100405,1363563.46256883
167908,952603.128862878
93310,1446988.75544369
122087,
126123,1752852.17916084
85998,1956040.56925101
114637,1000244.95778111
82592,
154656,1448673.04779239
94553,947451.77968673
32162,2159032.44841755
33883,1538611.22912624
66885,549185.296801055
64593,996449.867512166
187358,979675.868917332
128280,1740340.63566923
189259,1298451.70328468
192590,1673634.17409248
16344,771195.652136755
180089,
198902,2140288.27055271
132201,1031045.12095573
113085,1152885.76725343
55899,2008378.46074692
143783,1802373.90901325
90233,1258602.33979947
15624,896693.076750832
128334,2561978.90075607
111353,1272008.1301907
124283,1684435.86393283
23909,1515156.91553617
34749,1876215.97218371
34329,1000667.72449543
6468,379815.997617499
80101,1418675.19853809
177953,623269.197968812
105336,1453514.77848655
7926,2261537.61212311
44135,1150851.43767936
8054,2672353.85545655
44199,1463256.39817196
86879,1244952.48161278
106611,1272679.33431248
53651,1093513.4617338
156306,462357.187176249
8412,1209523.03354503
11966,1206593.46495975
170048,1244478.24578497
94552,1112931.33222802
150624,1645090.89809938
167972,1731865.64018392
18964,954699.578075159
133201,1092924.94887455
134182,2024263.7599527
68360,1424414.61162864
170909,
7706,1668948.30864621
37374,1952787.12324922
56711,1551805.33889568
101459,568340.543404348
145323,625727.014785427
12476,2013840.09538537
28587,1426783.74072731
192426,
59505,1908682.50236636
128641,1454721.63042007
108822,1305580.35698536
139907,1270590.31816361
1017,1300691.79392463
158116,1539933.52311583
167306,1128374.74655412
88825,1259173.79740771
186211,866341.265155573
127207,1075113.05750398
148029,2057712.24153822
108063,914327.932271474
89201,1399208.60169896
188237,1498771.56472814
179542,
172608,1395735.13569678
173954,908613.424191727
142295,900035.967224315
57390,
84143,
125124,1639480.32878369
867,1796766.81141985
20365,834482.577321476
165379,1614151.8926794
96613,1115809.11944247
39585,901251.838390688
187670,893545.268807571
25132,1163730.56326618
50633,1675788.36888252
58359,728266.823262856
196992,1424663.27994549
176728,
120723,664047.534684352
104080,844740.215735023
179721,1805097.00045288
63152,
196138,1318292.60762815
33410,1979690.82279794
125936,1215472.04702065
112350,1605854.99315819
32614,1385155.1569367
100265,1654928.1127218
121373,561493.195689032
143343,1130925.58447516
184899,
20863,2140337.02469765
185151,
141243,
128594,1857895.95696721
197091,1311834.21106008
80001,987674.054742254
129014,1266161.14417842
158030,1936463.13087721
160579,3153619.72415185
16128,
89679,1509340.66650255
13257,1291072.75442373
98433,2046834.20113607
130350,1110274.78756355
74783,1018955.8868081
171601,846962.304134786
45744,965471.385889521
84061,1150337.04579464
159449,1439225.12013706
20950,1562781.72987735
52529,2146566.60006792
34266,1561673.90837761
129393,1367958.39162754
39881,1580588.71291763
89041,1981790.33546163
59617,1481311.36967484
48908,1518692.55027602
3936,199785.845490175
63321,1026826.17584734
131818,813922.920409883
151959,911696.515101705
71871,1447028.9115006
152408,1960189.39095152
39523,910153.254122555
67291,318848.010567607
37144,1498799.03514603
180877,1199936.74038922
151563,1370400.7309371
129902,
9042,1530196.77108673
89527,1271150.1827064
151223,2013024.12103683
185452,
71896,1889188.16797441
135883,1529554.66422626
18536,1057003.17296536
183502,389877.165781392
83705,1382629.26470043
9744,1625903.96752826
159400,1170819.97167359
13286,1671429.36740468
146691,1780334.28421083
162474,2008850.5801125
196776,1512298.34468599
53533,2004291.25619186
118008,2178326.34279323
40337,992114.492684567
178207,1032122.66729561
21728,1438908.36352662
131975,1404135.01411894
25085,1021319.46839621
123183,935764.133436804
69195,1229066.49412727
113655,3036279.33716249
140200,1730410.61797786
32641,1356821.0730578
116089,539124.323321028
191467,749723.256466534
2003,1010787.53612679
91811,1195109.35840302
138767,1612925.0033914
197803,472358.125703227
192462,1006619.57051307
3527,1441020.33091993
140652,1717404.26703411
132791,1422934.86177327
151530,1771067.61643301
25028,1219696.81122297
91644,1706598.44075422
48349,1498063.40913682
196561,1943556.01100691
101836,1091799.35604401
37560,1449947.79333563
38282,1418599.00177529
50254,
192744,1567067.92941519
157315,1280472.9285446
169146,1467163.00982982
76164,1295304.26738678
27068,
37613,1442300.09812938
65243,1577694.02001362
105467,1226967.47950789
179393,1914714.21155295
66359,1502725.59883338
39300,1049686.57020357
99117,508327.822104117
130356,1883023.73057134
22399,922348.041003725
3339,1050611.75924337
33947,1913075.3556368
147071,
90026,2469490.09761177
122202,
103481,1120302.20884528
171051,1553160.88172311
47082,1224692.33137675
63865,1063028.20584229
94215,1388171.22432663
158842,1109769.56049609
154473,1184882.39499474
71461,1414130.89873122
21683,2238361.55373002
92673,1521063.56047909
31373,1234238.94543144
197480,1130922.33921381
194904,1322763.73344966
144606,991437.292107369
10495,1047896.48578644
98342,2047466.83981883
189163,918351.612828815
39923,1952169.28221927
43308,1376691.03843705
76202,1578001.82984226
7190,1681360.1418498
146937,1000809.47194476
169432,818014.494576944
174146,169484.836028093
188469,1250278.37813126
135016,1335760.87492513
77693,684133.517838012
65684,672181.851763132
190562,909980.782568502
18480,1006609.38625558
182585,562521.79764854
150042,190631.609864914
101972,
151816,839472.282829775
177125,2280241.09966121
57503,1697239.44460016
177691,1915679.52042414
108343,1280637.09694557
87955,1515023.2810045
85877,1641927.7175595
112919,1361880.97887348
121276,494048.809830893
6993,301959.952976798
198524,1340127.52771274
162665,
87045,1535417.33290712
96788,1646142.36995539
61986,951023.863403362
79641,827137.326243233
192683,1112747.58384291
3290,1765193.84828258
16178,342075.089129336
168632,
651,1646080.24189169
71525,761591.559639227
29797,1122255.02505538
109005,1674419.6552457
198926,2303248.82520285
16423,912489.955373583
179696,1130508.59618079
20711,2410628.5323695
184996,
124098,377886.472448708
3661,1633700.75963624
64724,1350478.34945519
86064,1307147.65733408
83794,
145897,1544505.11153066
70060,1365483.56023389
166531,967011.931900124
22461,
14594,1501560.69202467
65361,2019220.63780467
128049,1466424.89531302
187109,1052015.54324533
199055,1429883.16636008
68177,1502521.40037446
79022,1458882.44503141
47201,1299430.49077415
185204,1196005.00123666
154561,1008645.11621212
135975,1089270.21012091
52582,1133990.86338038
1224,1630420.29216141
75150,2099588.81379143
137514,1780882.87192257
187214,1017788.97289603
116747,428044.684751525
38352,1005896.39923348
150181,950717.975563997
80837,1750888.94333542
99416,463826.521864734
99002,192663.188244915
2147,1423735.10435378
122683,
43137,784951.366417429
109711,1379174.24988328
23648,1887494.576384
188487,1222696.52656772
134765,1413065.34530218
34050,1121771.3488499
168567,
21235,1615181.46942811
90170,2216263.50349559
158471,1897347.05047801
69599,1201223.26080783
29094,1495607.21916362
47735,1787829.84015247
75191,
6863,434358.618901715
85805,1409379.89531775
152630,1581294.52558575
49046,
159506,1018122.59007362
84135,2433692.60755488
63406,1002253.25354528
15052,1625325.06171961
190331,2352176.95650423
130013,1568612.81723776
195433,2060210.66335659
112087,1433846.11478775
53721,1994631.82972467
61675,1521187.98554249
181909,1333337.70288038
55755,1612076.04733992
76043,899156.554203035
87550,1793201.67114781
26056,1131499.30810709
85408,1471307.91086319
177935,
45317,1168197.99488149
114653,1380350.82665693
10157,-87972.52511914
58965,1414858.40339728
189521,1266527.34321354
66060,479249.885962424
51415,266896.881305648
199300,1367573.25623701
117842,1953431.07498857
65648,
111078,1047984.68833401
54170,1275155.37140474
12248,1112558.64711866
187323,987448.936176146
78907,1385425.97907028
37557,1450449.28154588
158424,1901358.95615998
195424,1593353.11252816
192292,
33553,1060131.20624061
158758,1487904.1213028
24388,1455515.86367122
198555,641969.17755909
111126,1965777.53931557
153245,1420197.21646416
167117,1181019.45179005
64632,1294066.70422247
52388,2372795.22908326
184210,471215.654983165
57567,1637562.34758088
130834,
59042,2048450.14648175
146797,1047322.50344508
47017,1502003.75480291
40065,1996425.61677348
20794,1610297.73779817
105072,1313856.09035298
97189,1695778.14592984
55858,1656326.60347418
172632,1860586.73368423
46864,1366112.00666614
171048,1166661.03816665
161025,1327043.47471329
23657,1638523.0152567
32128,1427405.53864993
132557,1635195.52517988
22700,737304.669842883
77983,1311222.33026002
137391,1109566.82220765
182966,537327.793503632
163319,
86878,1633332.90595767
75337,
75482,1179739.20783571
78454,
90388,1138119.79728785
158010,1550214.03142587
59922,1009583.43983579
140492,971076.484594147
181530,1447927.75892161
173900,1024702.16644374
72675,1003735.52813377
18937,1269241.64188126
167023,1129497.31660722
175899,1207733.58830817
153417,1488644.57874279
77833,1459412.09638773
81842,
153705,2235817.62302804
61067,1524704.18143416
35201,1022064.79349252
194211,1872742.95512638
44859,1035320.03523702
192861,1080771.93201976
113145,1160328.6935054
118383,205919.376978587
184045,895098.564693652
69239,1341144.24988644
192477,
144998,958584.035916296
9558,935411.567029865
141936,1414164.5602884
61538,1486585.29903551
66188,1376607.09237645
14177,1553088.60562746
195977,1062424.66442083
147782,987503.618302499
40064,2015607.54081539
61479,1505641.85102486
119364,
105959,1189855.95601566
67940,1922495.58196485
106336,1208538.04649078
153027,1137750.3981138
8741,1121762.59675196
